"PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked"
"133,0,3,""(Mrs., Alexander, A, Robins, Grace Charity Laury)"",female,47.0,1,0,3337,15,S"
"134,1,2,""(Mrs., Leopold, , Weisz, Mathilde Francoise Pede)"",female,29.0,1,0,228414,26,S"
"135,0,2,""(Mr., Samuel, James Hayden, Sobey, )"",male,25.0,0,0,29178,13,S"
"136,0,2,""(Mr., Emile, , Richard, )"",male,23.0,0,0,2133,16,C"
"137,1,1,""(Miss., Helen, Monypeny, Newsom, )"",female,19.0,0,2,11752,27,D"
"138,0,1,""(Mr., Jacques, Heath, Futrelle, )"",male,37.0,1,0,113803,54,C"
"139,0,3,""(Mr., Olaf, Elon, Osen, )"",male,16.0,0,0,7534,10,S"
"140,0,1,""(Mr., Victor, , Giglio, )"",male,24.0,0,0,17593,80,B"
"141,0,3,""(Mrs., Joseph, , Boulos, Sultana)"",female,25.0,0,2,2678,16,C"
"142,1,3,""(Miss., Anna, Sofia, Nysten, )"",female,22.0,0,0,347081,8,S"
"143,1,3,""(Mrs., Pekka, Pietari, Hakkarainen, Elin Matilda Dolck)"",female,24.0,1,0,3101279,16,S"
"144,0,3,""(Mr., Jeremiah, , Burke, )"",male,19.0,0,0,365222,7,Q"
"145,0,2,""(Mr., Edgardo, Samuel, Andrew, )"",male,18.0,0,0,231945,12,S"
"146,0,2,""(Mr., Joseph, Charles, Nicholls, )"",male,19.0,1,1,33112,37,S"
"147,1,3,""(Mr., August, Edvard, Andersson, """"Wennerstrom"""")"",male,27.0,0,0,350043,8,S"
"148,0,3,""(Miss., Robina, Maggie """"Ruby"""", Ford, )"",female,9.0,2,2,6608,35,S"
"149,0,2,""(Mr., Michel, , Navratil, """"Louis M Hoffman"""")"",male,36.5,0,2,230080,26,F"
"150,0,2,""(Rev., Thomas, Roussel Davids, Byles, )"",male,42.0,0,0,244310,13,S"
"151,0,2,""(Rev., Robert, James, Bateman, )"",male,51.0,0,0,1166,13,S"
"152,1,1,""(Mrs., Thomas, , Pears, Edith Wearne)"",female,22.0,1,0,113776,67,C"
"153,0,3,""(Mr., Alfonzo, , Meo, )"",male,55.5,0,0,11206,9,S"
"154,0,3,""(Mr., Austin, Blyler, van Billiard, )"",male,40.5,0,2,851,15,S"
"155,0,3,""(Mr., Ole, Martin, Olsen, )"",male,25.0,0,0,265302,8,S"
"156,0,1,""(Mr., Charles, Duane, Williams, )"",male,51.0,0,1,17597,62,C"
"157,1,3,""(Miss., Katherine, """"Katie"""", Gilnagh, )"",female,16.0,0,0,35851,8,Q"
"158,0,3,""(Mr., Harry, , Corn, )"",male,30.0,0,0,392090,9,S"
"159,0,3,""(Mr., Mile, , Smiljanic, )"",male,25.0,0,0,315037,9,S"
"160,0,3,""(Master., Thomas, Henry, Sage, )"",male,25.0,8,2,2343,70,S"
"161,0,3,""(Mr., John, Hatfield, Cribb, )"",male,44.0,0,1,371362,17,S"
"162,1,2,""(Mrs., James, , Watt, Elizabeth """"Bessie"""" Inglis Milne)"",female,40.0,0,0,33595,16,S"
"163,0,3,""(Mr., John, Viktor, Bengtsson, )"",male,26.0,0,0,347068,8,S"
"164,0,3,""(Mr., Jovo, , Calic, )"",male,17.0,0,0,315093,9,S"
"165,0,3,""(Master., Eino, Viljami, Panula, )"",male,1.0,4,1,3101295,40,S"
"166,1,3,""(Master., Frank, John William """"Frankie"""", Goldsmith, )"",male,9.0,0,2,363291,21,S"
"167,1,1,""(Mrs., , , Chibnall, Edith Martha Bowerman)"",female,25.0,0,1,113505,55,E"
"168,0,3,""(Mrs., William, , Skoog, Anna Bernhardina Karlsson)"",female,45.0,1,4,347088,28,S"
"169,0,1,""(Mr., John, D, Baumann, )"",male,25.0,0,0,17318,26,S"
"170,0,3,""(Mr., Lee, , Ling, )"",male,28.0,0,0,1601,57,S"
"171,0,1,""(Mr., Wyckoff, , Van der hoef, )"",male,61.0,0,0,111240,34,B"
"172,0,3,""(Master., Arthur, , Rice, )"",male,4.0,4,1,382652,30,Q"
"173,1,3,""(Miss., Eleanor, Ileen, Johnson, )"",female,1.0,1,1,347742,12,S"
"174,0,3,""(Mr., Antti, Wilhelm, Sivola, )"",male,21.0,0,0,3101280,8,S"
"175,0,1,""(Mr., James, Clinch, Smith, )"",male,56.0,0,0,17764,31,A"
"176,0,3,""(Mr., Klas, Albin, Klasen, )"",male,18.0,1,1,350404,8,S"
"177,0,3,""(Master., Henry, Forbes, Lefebre, )"",male,25.0,3,1,4133,26,S"
"178,0,1,""(Miss., Ann, Elizabeth, Isham, )"",female,50.0,0,0,17595,29,C"
"179,0,2,""(Mr., Reginald, , Hale, )"",male,30.0,0,0,250653,13,S"
"180,0,3,""(Mr., Lionel, , Leonard, )"",male,36.0,0,0,,0,S"
"181,0,3,""(Miss., Constance, Gladys, Sage, )"",female,25.0,8,2,2343,70,S"
"182,0,2,""(Mr., Rene, , Pernot, )"",male,25.0,0,0,2131,16,C"
"183,0,3,""(Master., Clarence, Gustaf Hugo, Asplund, )"",male,9.0,4,2,347077,32,S"
"184,1,2,""(Master., Richard, F, Becker, )"",male,1.0,2,1,230136,39,F"
"185,1,3,""(Miss., Luise, Gretchen, Kink-Heilmann, )"",female,4.0,0,2,315153,23,S"
"186,0,1,""(Mr., Hugh, Roscoe, Rood, )"",male,25.0,0,0,113767,50,A"
"187,1,3,""(Mrs., Thomas, , O'Brien, Johanna """"Hannah"""" Godfrey)"",female,25.0,1,0,370365,16,Q"
"188,1,1,""(Mr., Charles, Hallace, Romaine, """"Mr C Rolmane"""")"",male,45.0,0,0,111428,27,S"
"189,0,3,""(Mr., John, , Bourke, )"",male,40.0,1,1,364849,16,Q"
"190,0,3,""(Mr., Stjepan, , Turcin, )"",male,36.0,0,0,349247,8,S"
"191,1,2,""(Mrs., , , Pinsky, Rosa)"",female,32.0,0,0,234604,13,S"
"192,0,2,""(Mr., William, , Carbines, )"",male,19.0,0,0,28424,13,S"
"193,1,3,""(Miss., Carla, Christine Nielsine, Andersen-Jensen, )"",female,19.0,1,0,350046,8,S"
"194,1,2,""(Master., Michel, M, Navratil, )"",male,3.0,1,1,230080,26,F"
"195,1,1,""(Mrs., James, Joseph, Brown, Margaret Tobin)"",female,44.0,0,0,17610,28,B"
"196,1,1,""(Miss., Elise, , Lurette, )"",female,58.0,0,0,17569,147,B"
"197,0,3,""(Mr., Robert, , Mernagh, )"",male,25.0,0,0,368703,8,Q"
"198,0,3,""(Mr., Karl, Siegwart Andreas, Olsen, )"",male,42.0,0,1,4579,9,S"
"199,1,3,""(Miss., Margaret, """"Maggie"""", Madigan, )"",female,25.0,0,0,370370,8,Q"
"200,0,2,""(Miss., Henriette, , Yrois, """"Mrs Harbeck"""")"",female,24.0,0,0,248747,13,S"
"201,0,3,""(Mr., Nestor, Cyriel, Vande Walle, )"",male,28.0,0,0,345770,10,S"
"202,0,3,""(Mr., Frederick, , Sage, )"",male,25.0,8,2,2343,70,S"
"203,0,3,""(Mr., Jakob, Alfred, Johanson, )"",male,34.0,0,0,3101264,7,S"
"204,0,3,""(Mr., Gerious, , Youseff, )"",male,45.5,0,0,2628,8,C"
"205,1,3,""(Mr., Gurshon, """"Gus"""", Cohen, )"",male,18.0,0,0,3540,9,S"
"206,0,3,""(Miss., Telma, Matilda, Strom, )"",female,2.0,0,1,347054,11,G"
"207,0,3,""(Mr., Karl, Alfred, Backstrom, )"",male,32.0,1,0,3101278,16,S"
"208,1,3,""(Mr., Nassef, Cassem, Albimona, )"",male,26.0,0,0,2699,19,C"
"209,1,3,""(Miss., Helen, """"Ellen"""", Carr, )"",female,16.0,0,0,367231,8,Q"
"210,1,1,""(Mr., Henry, , Blank, )"",male,40.0,0,0,112277,31,A"
"211,0,3,""(Mr., Ahmed, , Ali, )"",male,24.0,0,0,3101311,8,S"
"212,1,2,""(Miss., Clear, Annie, Cameron, )"",female,35.0,0,0,13528,21,S"
"213,0,3,""(Mr., John, Henry, Perkin, )"",male,22.0,0,0,21174,8,S"
"214,0,2,""(Mr., Hans, Kristensen, Givard, )"",male,30.0,0,0,250646,13,S"
"215,0,3,""(Mr., Philip, , Kiernan, )"",male,25.0,1,0,367229,8,Q"
"216,1,1,""(Miss., Madeleine, , Newell, )"",female,31.0,1,0,35273,114,D"
"217,1,3,""(Miss., Eliina, , Honkanen, )"",female,27.0,0,0,3101283,8,S"
"218,0,2,""(Mr., Sidney, Samuel, Jacobsohn, )"",male,42.0,1,0,243847,27,S"
"219,1,1,""(Miss., Albina, , Bazzani, )"",female,32.0,0,0,11813,77,D"
"220,0,2,""(Mr., Walter, , Harris, )"",male,30.0,0,0,14208,11,S"
"221,1,3,""(Mr., Victor, Francis, Sunderland, )"",male,16.0,0,0,392089,9,S"
"222,0,2,""(Mr., James, H, Bracken, )"",male,27.0,0,0,220367,13,S"
"223,0,3,""(Mr., George, Henry, Green, )"",male,51.0,0,0,21440,9,S"
"224,0,3,""(Mr., Christo, , Nenkoff, )"",male,25.0,0,0,349234,8,S"
"225,1,1,""(Mr., Frederick, Maxfield, Hoyt, )"",male,38.0,1,0,19943,90,C"
"226,0,3,""(Mr., Karl, Ivar Sven, Berglund, )"",male,22.0,0,0,4348,10,S"
"227,1,2,""(Mr., William, John, Mellors, )"",male,19.0,0,0,751,11,S"
"228,0,3,""(Mr., John, Hall, Lovell, """"Henry"""")"",male,20.5,0,0,21173,8,S"
"229,0,2,""(Mr., Arne, Jonas, Fahlstrom, )"",male,18.0,0,0,236171,13,S"
"230,0,3,""(Miss., Mathilde, , Lefebre, )"",female,25.0,3,1,4133,26,S"
"231,1,1,""(Mrs., Henry, Birkhardt, Harris, Irene Wallach)"",female,35.0,1,0,36973,84,C"
"232,0,3,""(Mr., Bengt, Edvin, Larsson, )"",male,29.0,0,0,347067,8,S"
"233,0,2,""(Mr., Ernst, Adolf, Sjostedt, )"",male,59.0,0,0,237442,14,S"
"234,1,3,""(Miss., Lillian, Gertrud, Asplund, )"",female,5.0,4,2,347077,32,S"
"235,0,2,""(Mr., Robert, William Norman, Leyson, )"",male,24.0,0,0,29566,11,S"
"236,0,3,""(Miss., Alice, Phoebe, Harknett, )"",female,25.0,0,0,6609,8,S"
"237,0,2,""(Mr., Stephen, , Hold, )"",male,44.0,1,0,26707,26,S"
"238,1,2,""(Miss., Marjorie, """"Lottie"""", Collyer, )"",female,8.0,0,2,31921,27,S"
"239,0,2,""(Mr., Frederick, William, Pengelly, )"",male,19.0,0,0,28665,11,S"
"240,0,2,""(Mr., George, Henry, Hunt, )"",male,33.0,0,0,1585,13,S"
"241,0,3,""(Miss., Thamine, , Zabour, )"",female,25.0,1,0,2665,15,C"
"242,1,3,""(Miss., Katherine, """"Kate"""", Murphy, )"",female,25.0,1,0,367230,16,Q"
"243,0,2,""(Mr., Reginald, Charles, Coleridge, )"",male,29.0,0,0,14263,11,S"
"244,0,3,""(Mr., Matti, Alexanteri, Maenpaa, )"",male,22.0,0,0,3101275,8,S"
"245,0,3,""(Mr., Sleiman, , Attalah, )"",male,30.0,0,0,2694,8,C"
"246,0,1,""(Dr., William, Edward, Minahan, )"",male,44.0,2,0,19928,90,C"
"247,0,3,""(Miss., Agda, Thorilda Viktoria, Lindahl, )"",female,25.0,0,0,347071,8,S"
"248,1,2,""(Mrs., William, , Hamalainen, Anna)"",female,24.0,0,2,250649,15,S"
"249,1,1,""(Mr., Richard, Leonard, Beckwith, )"",male,37.0,1,1,11751,53,D"
"250,0,2,""(Rev., Ernest, Courtenay, Carter, )"",male,54.0,1,0,244252,26,S"
"251,0,3,""(Mr., James, George, Reed, )"",male,25.0,0,0,362316,8,S"
"252,0,3,""(Mrs., Wilhelm, , Strom, Elna Matilda Persson)"",female,29.0,1,1,347054,11,G"
"253,0,1,""(Mr., William, Thomas, Stead, )"",male,62.0,0,0,113514,27,C"
"254,0,3,""(Mr., William, Arthur, Lobb, )"",male,30.0,1,0,3336,17,S"
"255,0,3,""(Mrs., Viktor, , Rosblom, Helena Wilhelmina)"",female,41.0,0,2,370129,21,S"
"256,1,3,""(Mrs., Darwis, , Touma, Hanne Youssef Razi)"",female,29.0,0,2,2650,16,C"
"257,1,1,""(Mrs., Gertrude, Maybelle, Thorne, )"",female,25.0,0,0,17585,80,C"
"258,1,1,""(Miss., Gladys, , Cherry, )"",female,30.0,0,0,110152,87,B"
"259,1,1,""(Miss., Anna, , Ward, )"",female,35.0,0,0,17755,513,C"
"260,1,2,""(Mrs., , , Parrish, Lutie Davis)"",female,50.0,0,1,230433,26,S"
"261,0,3,""(Mr., Thomas, , Smith, )"",male,25.0,0,0,384461,8,Q"
"262,1,3,""(Master., Edvin, Rojj Felix, Asplund, )"",male,3.0,4,2,347077,32,S"
"263,0,1,""(Mr., Emil, , Taussig, )"",male,52.0,1,1,110413,80,E"
"264,0,1,""(Mr., William, , Harrison, )"",male,40.0,0,0,112059,0,B"
"265,0,3,""(Miss., Delia, , Henry, )"",female,25.0,0,0,382649,8,Q"
"266,0,2,""(Mr., David, , Reeves, )"",male,36.0,0,0,17248,11,S"
"267,0,3,""(Mr., Ernesti, Arvid, Panula, )"",male,16.0,4,1,3101295,40,S"
"268,1,3,""(Mr., Ernst, Ulrik, Persson, )"",male,25.0,1,0,347083,8,S"
"269,1,1,""(Mrs., William, Thompson, Graham, Edith Junkins)"",female,58.0,0,1,17582,154,C"
"270,1,1,""(Miss., Amelia, , Bissette, )"",female,35.0,0,0,17760,136,C"
"271,0,1,""(Mr., Alexander, , Cairns, )"",male,25.0,0,0,113798,31,S"
"272,1,3,""(Mr., William, Henry, Tornquist, )"",male,25.0,0,0,,0,S"
"273,1,2,""(Mrs., , , Mellinger, Elizabeth Anne Maidment)"",female,41.0,0,1,250644,20,S"
"274,0,1,""(Mr., Charles, H, Natsch, )"",male,37.0,0,1,17596,30,C"
"275,1,3,""(Miss., Hanora, """"Nora"""", Healy, )"",female,25.0,0,0,370375,8,Q"
"276,1,1,""(Miss., Kornelia, Theodosia, Andrews, )"",female,63.0,1,0,13502,78,D"
"277,0,3,""(Miss., Augusta, Charlotta, Lindblom, )"",female,45.0,0,0,347073,8,S"
"278,0,2,""(Mr., Francis, """"Frank"""", Parkes, )"",male,25.0,0,0,239853,0,S"
"279,0,3,""(Master., Eric, , Rice, )"",male,7.0,4,1,382652,30,Q"
"280,1,3,""(Mrs., Stanton, , Abbott, Rosa Hunt)"",female,35.0,1,1,2673,21,S"
"281,0,3,""(Mr., Frank, , Duane, )"",male,65.0,0,0,336439,8,Q"
"282,0,3,""(Mr., Nils, Johan Goransson, Olsson, )"",male,28.0,0,0,347464,8,S"
"283,0,3,""(Mr., Alfons, , de Pelsmaeker, )"",male,16.0,0,0,345778,10,S"
"284,1,3,""(Mr., Edward, Arthur, Dorking, )"",male,19.0,0,0,10482,9,S"
"285,0,1,""(Mr., Richard, William, Smith, )"",male,25.0,0,0,113056,26,A"
